n,p,m
"{""synonym"":[mIU/L, u[iU]/ml, Microinternational Unit/Milliliter, Milliinternational Unit per Liter, Microinternational Unit per Milliliter, microinternational unit per milliliter, m[iU]/L, u[IU]/ml, Micro-International Unit per milliliter, n[iU]/uL, uIU/mL, u[IU]/mL, u[iU]/mL, Nanointernational Unit per Microliter, mIE/L, mcIU/mL, uiU/mL],""name"":microinternational unit per milliliter,""definition"":['Unit of arbitrary substance concentration (biologic activity concentration) defined as the concentration of one millionth of international unit per one milliliter of system volume.'],""label"":Microinternational Unit per Milliliter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67405,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
"{""synonym"":[mIU/L, u[iU]/ml, Microinternational Unit/Milliliter, Milliinternational Unit per Liter, Microinternational Unit per Milliliter, microinternational unit per milliliter, m[iU]/L, u[IU]/ml, Micro-International Unit per milliliter, n[iU]/uL, uIU/mL, u[IU]/mL, u[iU]/mL, Nanointernational Unit per Microliter, mIE/L, mcIU/mL, uiU/mL],""name"":microinternational unit per milliliter,""definition"":['Unit of arbitrary substance concentration (biologic activity concentration) defined as the concentration of one millionth of international unit per one milliliter of system volume.'],""label"":Microinternational Unit per Milliliter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67405,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[mIU/L, u[iU]/ml, Microinternational Unit/Milliliter, Milliinternational Unit per Liter, Microinternational Unit per Milliliter, microinternational unit per milliliter, m[iU]/L, u[IU]/ml, Micro-International Unit per milliliter, n[iU]/uL, uIU/mL, u[IU]/mL, u[iU]/mL, Nanointernational Unit per Microliter, mIE/L, mcIU/mL, uiU/mL],""name"":microinternational unit per milliliter,""definition"":['Unit of arbitrary substance concentration (biologic activity concentration) defined as the concentration of one millionth of international unit per one milliliter of system volume.'],""label"":Microinternational Unit per Milliliter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67405,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit per Liter, mU/mL, U/L, {U}/L, Microunit per Microliter, {Unit}/L, uU/uL, unit per liter, Unit/Liter, Milliunit per Milliliter, {U}/l, {Unit}/l, milliunit per milliliter],""name"":unit per liter,""definition"":['An arbitrary unit of substance concentration equal to the concentration at which one liter of mixture contains one unit of a substance.'],""label"":Unit per Liter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67456,""ontology"":NCIT}"
"{""synonym"":[Unit per Liter, mU/mL, U/L, {U}/L, Microunit per Microliter, {Unit}/L, uU/uL, unit per liter, Unit/Liter, Milliunit per Milliliter, {U}/l, {Unit}/l, milliunit per milliliter],""name"":unit per liter,""definition"":['An arbitrary unit of substance concentration equal to the concentration at which one liter of mixture contains one unit of a substance.'],""label"":Unit per Liter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67456,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Unit per Liter, mU/mL, U/L, {U}/L, Microunit per Microliter, {Unit}/L, uU/uL, unit per liter, Unit/Liter, Milliunit per Milliliter, {U}/l, {Unit}/l, milliunit per milliliter],""name"":unit per liter,""definition"":['An arbitrary unit of substance concentration equal to the concentration at which one liter of mixture contains one unit of a substance.'],""label"":Unit per Liter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67456,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit of Arbitrary Substance Concentration, Arbitrary Unit of Substance Concentration, Unit of Biologic Activity Concentration],""name"":unit of arbitrary substance concentration,""definition"":['A unit of measurement of arbitrary quantity of substance (based on its biologic activity) in the unit volume of the system.'],""label"":Unit of Arbitrary Substance Concentration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67375,""ontology"":NCIT}"
"{""synonym"":[Unit of Arbitrary Substance Concentration, Arbitrary Unit of Substance Concentration, Unit of Biologic Activity Concentration],""name"":unit of arbitrary substance concentration,""definition"":['A unit of measurement of arbitrary quantity of substance (based on its biologic activity) in the unit volume of the system.'],""label"":Unit of Arbitrary Substance Concentration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67375,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Unit of Arbitrary Substance Concentration, Arbitrary Unit of Substance Concentration, Unit of Biologic Activity Concentration],""name"":unit of arbitrary substance concentration,""definition"":['A unit of measurement of arbitrary quantity of substance (based on its biologic activity) in the unit volume of the system.'],""label"":Unit of Arbitrary Substance Concentration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67375,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Concentration Unit, Unit of Concentration],""name"":unit of concentration,""definition"":['An indication of the type of unit of measure being used to express a concentration.'],""label"":Unit of Concentration,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48207,""ontology"":NCIT}"
"{""synonym"":[Unit per Gram, Unit/Gram, {Unit}/g, U/g, {U}/g],""name"":unit per gram,""definition"":['An arbitrary unit of substance content expressed in unit(s) per gram.'],""label"":Unit per Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77606,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
"{""synonym"":[Unit per Gram, Unit/Gram, {Unit}/g, U/g, {U}/g],""name"":unit per gram,""definition"":['An arbitrary unit of substance content expressed in unit(s) per gram.'],""label"":Unit per Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77606,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
"{""synonym"":[Unit per Gram, Unit/Gram, {Unit}/g, U/g, {U}/g],""name"":unit per gram,""definition"":['An arbitrary unit of substance content expressed in unit(s) per gram.'],""label"":Unit per Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77606,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Unit per Gram, Unit/Gram, {Unit}/g, U/g, {U}/g],""name"":unit per gram,""definition"":['An arbitrary unit of substance content expressed in unit(s) per gram.'],""label"":Unit per Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77606,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Arbitrary Unit of Substance Rate, Unit of Activity Rate],""name"":arbitrary unit of substance rate,""definition"":['A arbitrary unit of measurement of substance that passes through or onto a given area per unit of time.'],""label"":Arbitrary Unit of Substance Rate,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67384,""ontology"":NCIT}"
"{""synonym"":[Unit per Gram, Unit/Gram, {Unit}/g, U/g, {U}/g],""name"":unit per gram,""definition"":['An arbitrary unit of substance content expressed in unit(s) per gram.'],""label"":Unit per Gram,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77606,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit of Dose Calculation],""name"":unit of dose calculation,""definition"":['An expression that conveys the units, percentages of units, or rate at which those units should be computed, typically for the administration, application or reporting of the relationship of a substance to an person, animal, place or thing.'],""label"":Unit of Dose Calculation,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66973,""ontology"":NCIT}"
"{""synonym"":[Unit of Dose Calculation],""name"":unit of dose calculation,""definition"":['An expression that conveys the units, percentages of units, or rate at which those units should be computed, typically for the administration, application or reporting of the relationship of a substance to an person, animal, place or thing.'],""label"":Unit of Dose Calculation,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66973,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Unit of Dose Calculation],""name"":unit of dose calculation,""definition"":['An expression that conveys the units, percentages of units, or rate at which those units should be computed, typically for the administration, application or reporting of the relationship of a substance to an person, animal, place or thing.'],""label"":Unit of Dose Calculation,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66973,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit by Category],""name"":unit by category,""definition"":[],""label"":Unit by Category,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42568,""ontology"":NCIT}"
"{""synonym"":[Arbitrary Unit of Substance Rate, Unit of Activity Rate],""name"":arbitrary unit of substance rate,""definition"":['A arbitrary unit of measurement of substance that passes through or onto a given area per unit of time.'],""label"":Arbitrary Unit of Substance Rate,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67384,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Arbitrary Unit of Substance Rate, Unit of Activity Rate],""name"":arbitrary unit of substance rate,""definition"":['A arbitrary unit of measurement of substance that passes through or onto a given area per unit of time.'],""label"":Arbitrary Unit of Substance Rate,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67384,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit of Flow Rate],""name"":unit of flow rate,""definition"":['A unit of measurement of substance that passes through or onto a given area per unit of time.'],""label"":Unit of Flow Rate,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48567,""ontology"":NCIT}"
"{""synonym"":[Unit of Flow Rate],""name"":unit of flow rate,""definition"":['A unit of measurement of substance that passes through or onto a given area per unit of time.'],""label"":Unit of Flow Rate,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48567,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Unit of Flow Rate],""name"":unit of flow rate,""definition"":['A unit of measurement of substance that passes through or onto a given area per unit of time.'],""label"":Unit of Flow Rate,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48567,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Unit by Category],""name"":unit by category,""definition"":[],""label"":Unit by Category,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42568,""ontology"":NCIT}"
"{""synonym"":[Nanogram/Deciliter, nanogram per deciliter, ng/dl, Nanogram per Deciliter, ng/dL],""name"":nanogram per deciliter,""definition"":['A unit of mass concentration defined as the concentration of one nanogram of a substance per unit volume of the mixture equal to one deciliter. The concept also refers to the unit of mass density (volumic mass) defined as the density of substance which mass equal to one nanogram occupies the volume of one deciliter.'],""label"":Nanogram per Deciliter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67326,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
"{""synonym"":[Nanogram/Deciliter, nanogram per deciliter, ng/dl, Nanogram per Deciliter, ng/dL],""name"":nanogram per deciliter,""definition"":['A unit of mass concentration defined as the concentration of one nanogram of a substance per unit volume of the mixture equal to one deciliter. The concept also refers to the unit of mass density (volumic mass) defined as the density of substance which mass equal to one nanogram occupies the volume of one deciliter.'],""label"":Nanogram per Deciliter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67326,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}"
"{""synonym"":[Nanogram/Deciliter, nanogram per deciliter, ng/dl, Nanogram per Deciliter, ng/dL],""name"":nanogram per deciliter,""definition"":['A unit of mass concentration defined as the concentration of one nanogram of a substance per unit volume of the mixture equal to one deciliter. The concept also refers to the unit of mass density (volumic mass) defined as the density of substance which mass equal to one nanogram occupies the volume of one deciliter.'],""label"":Nanogram per Deciliter,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67326,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
