n,p,m
"{""synonym"":[Born before arrival to hospital (situation)],""name"":born before arrival to hospital,""definition"":[],""label"":Born before arrival to hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/445087001,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Born before arrival to hospital (situation)],""name"":born before arrival to hospital,""definition"":[],""label"":Born before arrival to hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/445087001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Born before arrival to hospital (situation)],""name"":born before arrival to hospital,""definition"":[],""label"":Born before arrival to hospital,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/445087001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Born before arrival (situation)],""name"":born before arrival,""definition"":[],""label"":Born before arrival,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/169818001,""ontology"":SNOMEDCT}"
"{""synonym"":[Born before arrival (situation)],""name"":born before arrival,""definition"":[],""label"":Born before arrival,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/169818001,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Born before arrival (situation)],""name"":born before arrival,""definition"":[],""label"":Born before arrival,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/169818001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Born before arrival (situation)],""name"":born before arrival,""definition"":[],""label"":Born before arrival,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/169818001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Birth history (situation)],""name"":birth history,""definition"":[],""label"":Birth history,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/394698008,""ontology"":SNOMEDCT}"
"{""synonym"":[No current problems or disability (situation)],""name"":no current problems or disability,""definition"":[],""label"":No current problems or disability,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/160245001,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[No current problems or disability (situation)],""name"":no current problems or disability,""definition"":[],""label"":No current problems or disability,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/160245001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[No current problems or disability (situation)],""name"":no current problems or disability,""definition"":[],""label"":No current problems or disability,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/160245001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Clinical finding absent (situation)],""name"":clinical finding absent,""definition"":[],""label"":Clinical finding absent,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/373572006,""ontology"":SNOMEDCT}"
"{""synonym"":[A/B cover need - surgery (situation)],""name"":a/b cover need - surgery,""definition"":[],""label"":A/B cover need - surgery,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/275557006,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[A/B cover need - surgery (situation)],""name"":a/b cover need - surgery,""definition"":[],""label"":A/B cover need - surgery,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/275557006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[A/B cover need - surgery (situation)],""name"":a/b cover need - surgery,""definition"":[],""label"":A/B cover need - surgery,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/275557006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[A/B cover need - surg./dentist (situation)],""name"":a/b cover need - surg./dentist,""definition"":[],""label"":A/B cover need - surg./dentist,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/267006003,""ontology"":SNOMEDCT}"
"{""synonym"":[Family history unknown (situation)],""name"":family history unknown,""definition"":[],""label"":Family history unknown,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/407559004,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Family history unknown (situation)],""name"":family history unknown,""definition"":[],""label"":Family history unknown,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/407559004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Family history unknown (situation)],""name"":family history unknown,""definition"":[],""label"":Family history unknown,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/407559004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Context-dependent finding],""name"":finding with explicit context,""definition"":[],""label"":Finding with explicit context,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/413350009,""ontology"":SNOMEDCT}"
"{""synonym"":[Family history unknown (situation)],""name"":family history unknown,""definition"":[],""label"":Family history unknown,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/407559004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Family history with explicit context (situation)],""name"":family history with explicit context,""definition"":[],""label"":Family history with explicit context,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/57177007,""ontology"":SNOMEDCT}"
"{""synonym"":[Born before arrival of midwife (situation)],""name"":born before arrival of midwife,""definition"":[],""label"":Born before arrival of midwife,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/444966004,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Born before arrival of midwife (situation)],""name"":born before arrival of midwife,""definition"":[],""label"":Born before arrival of midwife,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/444966004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Born before arrival of midwife (situation)],""name"":born before arrival of midwife,""definition"":[],""label"":Born before arrival of midwife,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/444966004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Born before arrival (situation)],""name"":born before arrival,""definition"":[],""label"":Born before arrival,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/169818001,""ontology"":SNOMEDCT}"
"{""synonym"":[H/O: perinatal foetal loss],""name"":h/o: perinatal fetal loss,""definition"":[],""label"":H/O: perinatal fetal loss,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161811009,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[H/O: perinatal foetal loss],""name"":h/o: perinatal fetal loss,""definition"":[],""label"":H/O: perinatal fetal loss,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161811009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[H/O: perinatal foetal loss],""name"":h/o: perinatal fetal loss,""definition"":[],""label"":H/O: perinatal fetal loss,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161811009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Child of patient deceased (situation)],""name"":child of patient deceased,""definition"":[],""label"":Child of patient deceased,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/739684008,""ontology"":SNOMEDCT}"
"{""synonym"":[Child of patient deceased (situation)],""name"":child of patient deceased,""definition"":[],""label"":Child of patient deceased,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/739684008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Child of patient deceased (situation)],""name"":child of patient deceased,""definition"":[],""label"":Child of patient deceased,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/739684008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Family member dead],""name"":family member deceased,""definition"":[],""label"":Family member deceased,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/740604001,""ontology"":SNOMEDCT}"
"{""synonym"":[Family member dead],""name"":family member deceased,""definition"":[],""label"":Family member deceased,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/740604001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Family member dead],""name"":family member deceased,""definition"":[],""label"":Family member deceased,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/740604001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Family medical history],""name"":family history of clinical finding,""definition"":[],""label"":Family history of clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/416471007,""ontology"":SNOMEDCT}"
"{""synonym"":[Family history: Not known - Adopted (situation)],""name"":fh: not known - adopted,""definition"":[],""label"":FH: Not known - Adopted,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/408575003,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Family history: Not known - Adopted (situation)],""name"":fh: not known - adopted,""definition"":[],""label"":FH: Not known - Adopted,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/408575003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Family history: Not known - Adopted (situation)],""name"":fh: not known - adopted,""definition"":[],""label"":FH: Not known - Adopted,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/408575003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Family history unknown (situation)],""name"":family history unknown,""definition"":[],""label"":Family history unknown,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/407559004,""ontology"":SNOMEDCT}"
"{""synonym"":[Hepatitis B Occupational risk (situation)],""name"":hepatitis b occupational risk,""definition"":[],""label"":Hepatitis B Occupational risk,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161638000,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Hepatitis B Occupational risk (situation)],""name"":hepatitis b occupational risk,""definition"":[],""label"":Hepatitis B Occupational risk,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161638000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Hepatitis B Occupational risk (situation)],""name"":hepatitis b occupational risk,""definition"":[],""label"":Hepatitis B Occupational risk,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161638000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[History of risk factor],""name"":h/o: risk factor,""definition"":[],""label"":H/O: risk factor,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/161632004,""ontology"":SNOMEDCT}"
"{""synonym"":[Resolution of myocardial ischaemia],""name"":resolution of myocardial ischemia,""definition"":[],""label"":Resolution of myocardial ischemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/428824000,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/has_associated_finding}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Resolution of myocardial ischaemia],""name"":resolution of myocardial ischemia,""definition"":[],""label"":Resolution of myocardial ischemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/428824000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Resolution of myocardial ischaemia],""name"":resolution of myocardial ischemia,""definition"":[],""label"":Resolution of myocardial ischemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/428824000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Context-dependent finding],""name"":finding with explicit context,""definition"":[],""label"":Finding with explicit context,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/413350009,""ontology"":SNOMEDCT}"
